14-mar-2019,,,,,,,,,,,,,,,
iShares Floating Rate Bond ETF,,,,,,,,,,,,,,,
Inception Date,14-jun-2011,,,,,,,,,,,,,,
Fund Holdings as of,14-mar-2019,,,,,,,,,,,,,,
Total Net Assets,"USD 10,535,607,458.24",,,,,,,,,,,,,,
Number of Securities,707.00,,,,,,,,,,,,,,
Share,"207,400,000.00",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Nombre,Clase de activo,Peso (%),Precio,Valor de mercado,Valor nominal,Sector,SEDOL,ISIN,Cupón (%),Plazo,YTM (%),Yield to Call (%),Yield to Worst (%),Duración,Par Value
MORGAN STANLEY MTN,Fixed Income,0.21,100.23,"22,103,664.39","22,103,664.39",Banca,BQ26RP1,US61746BDS25,3.51,23-jul-2019,2.81,--,2.81,0.11,"21,947,000.00"
IBM CREDIT LLC,Fixed Income,0.21,99.92,"22,008,444.04","22,008,444.04",Tecnologia,BD6KBR8,US44932HAE36,3.02,20-ene-2021,2.99,--,2.99,0.11,"21,933,000.00"
CITIGROUP INC,Fixed Income,0.21,99.67,"21,991,154.36","21,991,154.36",Banca,BYWG520,US172967LR04,3.45,27-oct-2022,3.47,--,3.47,0.12,"21,969,000.00"
BAYER US FINANCE II LLC 144A,Fixed Income,0.21,97.90,"21,947,454.68","21,947,454.68",Consumo no cíclico,BZ97W99,US07274NAG88,3.80,15-dic-2023,4.19,--,4.19,0.22,"22,210,000.00"
INTERNATIONAL BUSINESS MACHINES CO,Fixed Income,0.21,100.15,"21,909,936.75","21,909,936.75",Tecnologia,BD31HD2,US459200JP73,2.99,27-ene-2020,2.74,--,2.74,0.13,"21,795,000.00"
MORGAN STANLEY MTN,Fixed Income,0.21,100.72,"21,906,856.76","21,906,856.76",Banca,BVRZCN1,US61747YDX04,3.90,27-ene-2020,3.01,--,3.01,0.13,"21,646,000.00"
TOYOTA MOTOR CREDIT CORP,Fixed Income,0.21,99.83,"21,820,274.51","21,820,274.51",Consumo cíclico,BF93VY5,US89236TED37,3.07,08-sep-2022,3.20,--,3.20,0.24,"21,846,000.00"
WELLS FARGO BANK NA,Fixed Income,0.21,100.41,"21,809,132.39","21,809,132.39",Banca,BD9BPM1,US94988J5J25,3.26,06-dic-2019,2.74,--,2.74,0.23,"21,704,000.00"
CREDIT AGRICOLE SA (LONDON BRANCH) MTN 144A,Fixed Income,0.21,100.07,"21,771,015.81","21,771,015.81",Banca,--,US22532LAN47,3.59,15-abr-2019,2.74,--,2.74,0.09,"21,630,000.00"
APPLE INC,Fixed Income,0.21,100.88,"21,731,192.50","21,731,192.50",Tecnologia,BDVPY46,US037833CN89,3.20,09-feb-2022,2.86,--,2.86,0.16,"21,483,000.00"
GOLDMAN SACHS GROUP INC/THE,Fixed Income,0.21,101.48,"21,650,076.49","21,650,076.49",Banca,BD6SMM4,US38141GVW13,4.13,23-abr-2021,3.33,--,3.30,0.13,"21,220,000.00"
SIEMENS FINANCIERINGSMAATSCHAPPIJ 144A,Fixed Income,0.21,100.20,"21,638,318.91","21,638,318.91",Bienes de Capital,BYPZN64,US82620KAQ67,3.40,16-mar-2022,3.22,--,3.22,0.26,"21,420,000.00"
SVENSKA HANDELSBANKEN AB MTN,Fixed Income,0.20,100.17,"21,562,234.07","21,562,234.07",Banca,BDCX182,US86960BAP76,3.10,06-sep-2019,2.78,--,2.78,0.23,"21,510,000.00"
UBS AG (LONDON BRANCH) 144A,Fixed Income,0.20,100.42,"21,449,898.43","21,449,898.43",Banca,BZ4CZ12,US902674XE58,3.17,08-jun-2020,2.90,--,2.87,0.24,"21,350,000.00"
MERCK & CO INC,Fixed Income,0.20,100.27,"21,409,796.38","21,409,796.38",Consumo no cíclico,BVFMFF7,US58933YAP07,3.07,10-feb-2020,2.77,--,2.77,0.16,"21,295,000.00"
GENERAL MILLS INC,Fixed Income,0.20,99.68,"21,358,162.63","21,358,162.63",Consumo no cíclico,BDZ7LB4,US370334CB82,3.32,16-abr-2021,3.38,--,3.38,0.09,"21,315,000.00"
EUROPEAN INVESTMENT BANK 144A,Fixed Income,0.20,100.28,"21,244,178.06","21,244,178.06",Supranacional,--,US29878TCY82,2.86,19-ene-2023,2.69,--,2.69,0.11,"21,100,000.00"
COMMONWEALTH BANK OF AUSTRALIA MTN 144A,Fixed Income,0.20,100.12,"21,218,000.54","21,218,000.54",Banca,BFLV5W3,US2027A0JY64,3.49,16-mar-2023,3.34,--,3.34,0.26,"21,015,000.00"
ABN AMRO BANK NV MTN 144A,Fixed Income,0.20,100.09,"21,123,501.27","21,123,501.27",Banca,--,US00084DAR17,3.17,19-ene-2021,3.04,--,3.04,0.11,"21,010,000.00"
HALFMOON PARENT INC 144A,Fixed Income,0.20,99.78,"21,048,008.63","21,048,008.63",Consumo no cíclico,--,US40573LAJ52,3.44,17-sep-2021,3.43,--,3.43,0.26,"20,920,000.00"
SUMITOMO MITSUI FINANCIAL GROUP IN,Fixed Income,0.20,99.94,"20,947,579.31","20,947,579.31",Banca,BZ1H026,US86562MAT71,3.52,18-oct-2022,3.44,--,3.44,0.10,"20,849,000.00"
AMERICAN EXPRESS COMPANY,Fixed Income,0.20,100.18,"20,805,611.04","20,805,611.04",Banca,--,US025816BV03,3.21,17-may-2021,3.11,--,3.11,0.18,"20,725,000.00"
CATERPILLAR FINANCIAL SERVICES COR MTN,Fixed Income,0.20,99.99,"20,796,212.92","20,796,212.92",Bienes de Capital,BD3HSW6,US14913Q2D08,2.76,29-nov-2019,2.82,--,2.82,0.21,"20,776,000.00"
ROYAL BANK OF CANADA MTN,Fixed Income,0.20,100.06,"20,638,510.16","20,638,510.16",Banca,BF4XSX8,US78013GKP99,3.00,26-oct-2020,2.88,--,2.88,0.12,"20,549,000.00"
JPMORGAN CHASE & CO,Fixed Income,0.20,101.33,"20,560,850.22","20,560,850.22",Banca,BYV13D3,US46625HNY26,3.96,29-oct-2020,3.06,--,3.01,0.14,"20,195,000.00"
US BANK NA/CINCINNATI OH,Fixed Income,0.19,100.15,"20,380,681.20","20,380,681.20",Banca,BYXJZM8,US90331HNC33,3.10,24-ene-2020,2.84,--,2.81,0.11,"20,265,000.00"
DAIMLER FINANCE NORTH AMERICA LLC 144A,Fixed Income,0.19,99.64,"20,377,964.83","20,377,964.83",Consumo cíclico,BG0DD89,US233851DK75,3.29,04-may-2021,3.41,--,3.41,0.15,"20,380,000.00"
HALFMOON PARENT INC 144A,Fixed Income,0.19,99.86,"20,349,666.07","20,349,666.07",Consumo no cíclico,--,US40573LAA44,3.14,17-mar-2020,3.17,--,3.17,0.26,"20,225,000.00"
SUNTRUST BANK,Fixed Income,0.19,100.32,"20,316,227.22","20,316,227.22",Banca,BF8G1D4,US86787EAS63,3.27,31-ene-2020,2.87,--,2.82,0.13,"20,175,000.00"
UBS GROUP FUNDING SWITZERLAND AG 144A,Fixed Income,0.19,100.56,"20,308,739.92","20,308,739.92",Banca,BDZWFF1,US90352JAB98,3.87,23-may-2023,3.76,--,3.72,0.20,"20,160,000.00"
SUMITOMO MITSUI FINANCIAL GROUP IN,Fixed Income,0.19,100.05,"20,285,141.84","20,285,141.84",Banca,BF0N3G0,US86562MAP59,3.57,12-jul-2022,3.45,--,3.45,0.08,"20,160,000.00"
BANK OF AMERICA CORP,Fixed Income,0.19,100.29,"20,242,220.69","20,242,220.69",Banca,BF0GKT1,US06051GGU76,3.45,01-oct-2021,3.21,--,3.14,0.05,"20,047,000.00"
LANDWIRTSCHAFTLICHE RENTENBANK MTN 144A,Fixed Income,0.19,100.52,"20,209,653.42","20,209,653.42",Garantizado por el gobierno,--,US51511CAN83,2.87,03-jun-2021,2.67,--,2.67,0.22,"20,090,000.00"
GENERAL MOTORS FINANCIAL CO INC,Fixed Income,0.19,100.06,"20,146,703.93","20,146,703.93",Consumo cíclico,BYYH695,US37045XBU90,3.73,13-abr-2020,3.57,--,3.57,0.09,"20,011,000.00"
CHARLES SCHWAB CORPORATION (THE),Fixed Income,0.19,99.92,"20,134,660.32","20,134,660.32",Corretaje/Gestor deActivos/Bolsas,BDRY2J8,US808513AV74,2.96,21-may-2021,3.02,--,3.02,0.19,"20,115,000.00"
BANK OF NEW YORK MELLON/THE MTN,Fixed Income,0.19,100.06,"20,127,534.15","20,127,534.15",Banca,--,US06405LAA98,2.92,04-dic-2020,2.93,--,2.88,0.22,"20,100,000.00"
EUROPEAN BANK FOR RECONSTRUCTION A MTN,Fixed Income,0.19,100.01,"20,121,468.38","20,121,468.38",Supranacional,BF2CVR2,US29874QDB77,2.82,23-mar-2020,2.67,--,2.67,0.03,"19,995,000.00"
CANADIAN IMPERIAL BANK OF COMMERCE,Fixed Income,0.19,100.42,"20,108,133.99","20,108,133.99",Banca,BD8P397,US136069TZ40,3.51,16-jun-2022,3.26,--,3.26,0.26,"19,856,000.00"
OESTERREICHISCHE KONTROLLBANK AG,Fixed Income,0.19,100.14,"20,074,704.12","20,074,704.12",Garantizado por el gobierno,BZ1JML5,US676167BT51,2.90,04-nov-2019,2.63,--,2.63,0.15,"19,985,000.00"
SEMPRA ENERGY,Fixed Income,0.19,99.87,"19,962,685.11","19,962,685.11",Gas Natural,BYVW284,US816851BC20,3.04,15-jul-2019,3.34,--,3.34,0.09,"19,892,000.00"
UNITED TECHNOLOGIES CORPORATION,Fixed Income,0.19,100.15,"19,923,629.29","19,923,629.29",Bienes de Capital,BZ1JMK4,US913017CK33,3.09,01-nov-2019,2.82,--,2.82,0.13,"19,825,000.00"
GENERAL MOTORS FINANCIAL CO INC,Fixed Income,0.19,99.19,"19,907,362.56","19,907,362.56",Consumo cíclico,BFY9018,US37045XCH70,3.65,09-abr-2021,3.95,--,3.95,0.07,"19,940,000.00"
BANK OF AMERICA CORP MTN,Fixed Income,0.19,102.10,"19,814,287.94","19,814,287.94",Banca,BZ05850,US06051GFV68,4.18,19-abr-2021,3.08,--,3.08,0.13,"19,295,000.00"
APPLE INC,Fixed Income,0.19,100.36,"19,778,113.13","19,778,113.13",Tecnologia,BDVJSL3,US037833CP38,3.05,11-may-2022,2.90,--,2.90,0.16,"19,655,000.00"
JOHN DEERE CAPITAL CORP MTN,Fixed Income,0.19,99.99,"19,718,522.93","19,718,522.93",Bienes de Capital,BYVSFP0,US24422ETU37,3.07,08-sep-2022,3.15,--,3.15,0.24,"19,710,000.00"
DOLLAR TREE INC,Fixed Income,0.19,100.05,"19,631,010.30","19,631,010.30",Consumo cíclico,--,US256746AE84,3.47,17-abr-2020,3.35,--,2.94,0.09,"19,516,000.00"
HALFMOON PARENT INC 144A,Fixed Income,0.19,99.64,"19,564,984.91","19,564,984.91",Consumo no cíclico,--,US40573LAN64,3.68,15-jul-2023,3.67,--,3.67,0.09,"19,520,000.00"
GOLDMAN SACHS GROUP INC/THE,Fixed Income,0.19,100.38,"19,560,917.31","19,560,917.31",Banca,BZCCYQ2,US38145GAK67,3.41,13-dic-2019,2.96,--,2.96,0.25,"19,486,000.00"
BANK OF MONTREAL MTN,Fixed Income,0.18,100.25,"19,385,328.55","19,385,328.55",Banca,BF3RJG1,US06367T4X54,3.26,13-abr-2021,3.01,--,3.01,0.09,"19,234,000.00"
ROYAL BANK OF CANADA MTN,Fixed Income,0.18,100.36,"19,382,659.79","19,382,659.79",Banca,BWB9C47,US78012KCC99,3.13,06-mar-2020,2.80,--,2.80,0.23,"19,299,000.00"
DBS GROUP HOLDINGS LTD MTN 144A,Fixed Income,0.18,100.12,"19,282,803.60","19,282,803.60",Banca,BZ4DLL7,US24023KAD00,3.08,08-jun-2020,3.06,--,3.06,0.24,"19,250,000.00"
BANK OF AMERICA CORP MTN,Fixed Income,0.18,100.26,"19,279,691.53","19,279,691.53",Banca,BZ16S63,US06051GGN34,3.42,21-jul-2021,3.23,--,3.15,0.11,"19,137,000.00"
CITIBANK NA,Fixed Income,0.18,100.00,"19,210,088.22","19,210,088.22",Banca,BF1TMH1,US17325FAB40,3.13,20-mar-2019,2.67,--,2.67,0.05,"19,070,000.00"
EXPORT-IMPORT BANK OF KOREA,Fixed Income,0.18,100.75,"19,174,682.51","19,174,682.51",Propiedad sin garantía,BYX7KG1,US302154CL15,3.65,25-ene-2022,3.29,--,3.29,0.13,"18,940,000.00"
COMPASS BANK MTN,Fixed Income,0.18,99.34,"19,108,034.73","19,108,034.73",Banca,--,US20453KAD72,3.33,11-jun-2021,3.71,--,3.71,0.24,"19,230,000.00"
VODAFONE GROUP PLC,Fixed Income,0.18,98.86,"19,045,009.90","19,045,009.90",Comunicaciones,BYWFVB8,US92857WBN92,3.77,16-ene-2024,3.94,--,3.94,0.07,"19,150,000.00"
MIZUHO FINANCIAL GROUP INC,Fixed Income,0.18,101.09,"19,038,783.48","19,038,783.48",Banca,BYYPZZ8,US60687YAF60,3.75,13-sep-2021,3.37,--,3.37,0.26,"18,831,000.00"
CATERPILLAR FINANCIAL SERVICES COR MTN,Fixed Income,0.18,100.31,"18,989,620.73","18,989,620.73",Bienes de Capital,BZ7PB76,US14912L6Z92,3.29,10-ene-2020,2.82,--,2.82,0.08,"18,823,000.00"
EXPORT DEVELOPMENT CANADA MTN 144A,Fixed Income,0.18,100.21,"18,944,821.65","18,944,821.65",Garantizado por el gobierno,--,US30216BGM81,2.78,23-nov-2020,2.67,--,2.67,0.19,"18,880,000.00"
AMERICAN EXPRESS CREDIT CORPORATIO MTN,Fixed Income,0.18,100.02,"18,865,382.95","18,865,382.95",Banca,BDD9JL8,US0258M0EJ41,3.07,03-may-2019,2.88,--,2.77,0.09,"18,800,000.00"
BB&T CORP MTN,Fixed Income,0.18,100.33,"18,863,460.92","18,863,460.92",Banca,BD0TX53,US05531FAW32,3.36,15-jun-2020,2.97,--,2.97,0.26,"18,650,000.00"
UNICREDIT SPA MTN 144A,Fixed Income,0.18,102.82,"18,857,378.09","18,857,378.09",Banca,--,US904678AL33,6.69,14-ene-2022,5.58,--,5.58,0.14,"18,150,000.00"
TOYOTA MOTOR CREDIT CORP MTN,Fixed Income,0.18,100.08,"18,828,254.72","18,828,254.72",Consumo cíclico,--,US89236TFM27,2.97,18-sep-2020,2.79,--,2.79,0.26,"18,680,000.00"
COMMONWEALTH BANK OF AUSTRALIA 144A,Fixed Income,0.18,100.87,"18,783,360.26","18,783,360.26",Banca,BZCG9Y7,US2027A0HX00,3.44,06-sep-2021,3.15,--,3.15,0.24,"18,608,000.00"
CATERPILLAR FINANCIAL SERVICES COR MTN,Fixed Income,0.18,100.02,"18,769,709.92","18,769,709.92",Bienes de Capital,BF5H248,US14913Q2K41,2.86,15-may-2020,2.83,--,2.83,0.17,"18,725,000.00"
KOREA DEVELOPMENT BANK,Fixed Income,0.18,100.27,"18,742,149.63","18,742,149.63",Propiedad sin garantía,BF132V7,US500630CR79,3.48,19-sep-2020,3.19,--,3.19,0.02,"18,540,000.00"
WELLS FARGO BANK NA,Fixed Income,0.18,100.06,"18,738,610.80","18,738,610.80",Banca,BFMDCB6,US94988J5M53,3.10,15-ene-2021,2.96,--,2.96,0.09,"18,635,000.00"
GLAXOSMITHKLINE CAPITAL PLC,Fixed Income,0.18,99.90,"18,625,234.33","18,625,234.33",Consumo no cíclico,BF5LSW0,US377373AF20,3.04,14-may-2021,3.07,--,3.07,0.17,"18,600,000.00"
BPCE SA 144A,Fixed Income,0.18,99.54,"18,597,679.97","18,597,679.97",Banca,--,US05583JAD46,3.84,12-sep-2023,4.04,--,4.04,0.24,"18,680,000.00"
AMERICAN HONDA FINANCE CORPORATION MTN,Fixed Income,0.18,99.53,"18,571,069.03","18,571,069.03",Consumo cíclico,--,US02665WCN92,2.89,10-dic-2021,3.14,--,3.14,0.24,"18,655,000.00"
CITIBANK NA,Fixed Income,0.18,100.33,"18,525,426.13","18,525,426.13",Banca,--,US17325FAR91,3.34,23-jul-2021,3.10,--,3.10,0.11,"18,380,000.00"
ASB BANK LTD 144A,Fixed Income,0.17,100.36,"18,431,481.30","18,431,481.30",Banca,--,US00216LAB99,3.56,14-jun-2023,3.56,--,3.56,0.26,"18,365,000.00"
SYNCHRONY BANK,Fixed Income,0.17,100.17,"18,289,509.95","18,289,509.95",Banca,BFZ0WN6,US87166FAB94,3.43,30-mar-2020,3.15,--,3.15,0.04,"18,133,000.00"
BERKSHIRE HATHAWAY FINANCE CORP,Fixed Income,0.17,100.00,"18,269,520.24","18,269,520.24",Seguro,BZ586Z0,US084664CH26,3.48,15-mar-2019,2.79,--,2.79,0.04,"18,117,000.00"
MITSUBISHI UFJ FINANCIAL GROUP INC,Fixed Income,0.17,100.47,"18,249,390.46","18,249,390.46",Banca,BDCJP99,US606822AK06,3.58,22-feb-2022,3.44,--,3.44,0.20,"18,129,000.00"
BANK OF MONTREAL MTN,Fixed Income,0.17,100.21,"18,182,137.76","18,182,137.76",Banca,BD0R2W7,US06367THR41,3.43,18-jul-2019,2.74,--,2.74,0.10,"18,050,000.00"
BANK OF AMERICA CORP MTN,Fixed Income,0.17,100.06,"18,170,594.07","18,170,594.07",Banca,BLMQ9N8,US06051GFE44,3.67,01-abr-2019,2.35,--,2.35,0.05,"17,879,000.00"
APPLE INC,Fixed Income,0.17,100.07,"18,125,536.22","18,125,536.22",Tecnologia,BM7SG80,US037833AP55,3.03,06-may-2019,2.58,--,2.58,0.15,"18,059,000.00"
SVENSKA HANDELSBANKEN AB,Fixed Income,0.17,100.05,"18,121,785.67","18,121,785.67",Banca,--,US86960BAS16,2.95,08-sep-2020,2.99,--,2.99,0.24,"18,104,000.00"
SKANDINAVISKA ENSKILDA BANKEN AB MTN 144A,Fixed Income,0.17,99.92,"18,031,950.31","18,031,950.31",Banca,--,US83051GAH11,3.11,17-may-2021,3.14,--,3.14,0.18,"18,010,000.00"
BECTON DICKINSON AND COMPANY,Fixed Income,0.17,100.01,"17,980,676.94","17,980,676.94",Consumo no cíclico,BF4TH51,US075887CF43,3.68,29-dic-2020,3.56,--,3.47,0.04,"17,842,000.00"
US BANK NA/CINCINNATI OH,Fixed Income,0.17,100.21,"17,970,123.64","17,970,123.64",Banca,BZ16SB8,US90331HMM24,3.24,28-oct-2019,2.83,--,2.78,0.12,"17,860,000.00"
FORD MOTOR CREDIT COMPANY LLC,Fixed Income,0.17,94.34,"17,866,692.70","17,866,692.70",Consumo cíclico,BFMCK42,US345397ZC07,3.92,15-feb-2023,5.57,--,5.57,0.08,"18,880,000.00"
ING BANK NV 144A,Fixed Income,0.17,100.28,"17,861,011.69","17,861,011.69",Banca,BRB3169,US449786BE10,3.49,01-oct-2019,2.87,--,2.87,0.05,"17,690,000.00"
SIEMENS FINANCIERINGSMAATSCHAPPIJ 144A,Fixed Income,0.17,100.06,"17,859,905.02","17,859,905.02",Bienes de Capital,BDFXGK6,US82620KAN37,3.13,16-mar-2020,2.95,--,2.95,0.26,"17,715,000.00"
SUMITOMO MITSUI FINANCIAL GROUP IN,Fixed Income,0.17,102.05,"17,859,013.55","17,859,013.55",Banca,BDCRLS4,US86562MAD20,4.28,09-mar-2021,3.30,--,3.30,0.26,"17,495,000.00"
UNITED PARCEL SERVICE INC,Fixed Income,0.17,100.13,"17,719,682.78","17,719,682.78",Transporte,BYPB566,US911312BB15,3.07,16-may-2022,3.01,--,3.01,0.18,"17,657,000.00"
STANDARD CHARTERED PLC 144A,Fixed Income,0.17,100.35,"17,633,705.84","17,633,705.84",Banca,BZCPM67,US853254BD17,3.81,19-ago-2019,3.02,--,3.02,0.18,"17,530,000.00"
AMERICAN EXPRESS COMPANY,Fixed Income,0.17,99.27,"17,604,419.04","17,604,419.04",Banca,BFMR4X4,US025816BT56,3.29,27-feb-2023,3.53,--,3.53,0.20,"17,710,000.00"
WALMART INC,Fixed Income,0.17,99.97,"17,541,595.65","17,541,595.65",Consumo cíclico,BG0ZN96,US931142EF61,2.86,23-jun-2020,2.74,--,2.74,0.03,"17,435,000.00"
BANK OF AMERICA CORP,Fixed Income,0.17,99.47,"17,403,421.48","17,403,421.48",Banca,--,US06051GGX16,3.15,23-ene-2022,3.26,--,3.26,0.11,"17,420,000.00"
TORONTO-DOMINION BANK/THE MTN,Fixed Income,0.16,101.41,"17,222,523.19","17,222,523.19",Banca,BYSVHQ7,US89114QBH02,3.79,07-abr-2021,2.98,--,2.98,0.08,"16,868,000.00"
TORONTO DOMINION BANK MTN,Fixed Income,0.16,100.12,"17,169,234.48","17,169,234.48",Banca,BP266Y6,US89114QAT58,3.24,02-jul-2019,2.72,--,2.72,0.05,"17,040,000.00"
NORDEA BANK ABP MTN 144A,Fixed Income,0.16,100.26,"17,169,744.48","17,169,744.48",Banca,BYZ8KB7,US65557CAW38,3.10,29-may-2020,2.92,--,2.92,0.21,"17,105,000.00"
GENERAL MOTORS FINANCIAL CO INC,Fixed Income,0.16,100.06,"17,130,982.81","17,130,982.81",Consumo cíclico,BDQZ5X7,US37045XBR61,4.35,14-ene-2022,4.23,--,4.23,0.09,"16,999,000.00"
SIEMENS FINANCIERINGSMAATSCHAPPIJ 144A,Fixed Income,0.16,100.08,"17,109,382.71","17,109,382.71",Bienes de Capital,--,US82620KAG85,2.93,13-sep-2019,2.82,--,2.82,0.25,"17,095,000.00"
SEMPRA ENERGY,Fixed Income,0.16,99.02,"17,105,611.58","17,105,611.58",Gas Natural,BFWJSP0,US816851BD03,3.29,15-ene-2021,3.75,--,3.75,0.08,"17,183,000.00"
WALMART INC,Fixed Income,0.16,100.33,"17,054,966.29","17,054,966.29",Consumo cíclico,BG0ZN85,US931142EH28,3.05,23-jun-2021,2.75,--,2.75,0.03,"16,885,000.00"
SUMITOMO MITSUI FINANCIAL GROUP IN,Fixed Income,0.16,101.06,"17,051,876.25","17,051,876.25",Banca,--,US86562MAG50,3.90,14-jul-2021,3.33,--,3.33,0.10,"16,769,000.00"
HYUNDAI CAPITAL AMERICA MTN 144A,Fixed Income,0.16,99.56,"17,040,677.32","17,040,677.32",Consumo cíclico,BG0TCR9,US44891AAV98,3.74,08-jul-2021,3.83,--,3.83,0.07,"17,000,000.00"
GENERAL MOTORS FINANCIAL CO INC,Fixed Income,0.16,99.50,"16,875,179.66","16,875,179.66",Consumo cíclico,--,US37045XBX30,4.11,30-jun-2022,4.17,--,4.17,0.04,"16,819,000.00"
GENERAL MOTORS CO,Fixed Income,0.16,99.65,"16,839,993.05","16,839,993.05",Consumo cíclico,BD93QG8,US37045VAM28,3.54,07-ago-2020,3.76,--,3.76,0.15,"16,841,000.00"
PNC BANK NATIONAL ASSOCIATION,Fixed Income,0.16,99.51,"16,836,367.30","16,836,367.30",Banca,BDR5HF2,US69353RFF01,3.26,27-jul-2022,3.33,--,3.33,0.12,"16,850,000.00"
TOYOTA MOTOR CREDIT CORP MTN,Fixed Income,0.16,100.22,"16,835,851.27","16,835,851.27",Consumo cíclico,BDGHBY6,US89236TDV44,3.03,17-abr-2020,2.74,--,2.74,0.09,"16,721,000.00"
SUMITOMO MITSUI FINANCIAL GROUP IN,Fixed Income,0.16,101.18,"16,749,785.50","16,749,785.50",Banca,BYM51H4,US86562MAJ99,3.90,19-oct-2021,3.36,--,3.36,0.13,"16,465,000.00"
SHELL INTERNATIONAL FINANCE BV,Fixed Income,0.16,100.45,"16,727,244.06","16,727,244.06",Energía,BXQ9F84,US822582BH45,3.15,11-may-2020,2.74,--,2.74,0.17,"16,608,000.00"
MORGAN STANLEY,Fixed Income,0.16,100.70,"16,704,625.79","16,704,625.79",Banca,BWVF5C4,US61761JB408,3.77,16-jun-2020,3.10,--,3.10,0.26,"16,440,000.00"
JPMORGAN CHASE & CO,Fixed Income,0.16,102.01,"16,674,642.62","16,674,642.62",Banca,BD31B85,US46625HQK94,4.11,01-mar-2021,3.11,--,3.07,0.24,"16,323,000.00"
US BANK NATIONAL ASSOCIATION,Fixed Income,0.16,99.82,"16,628,501.57","16,628,501.57",Banca,--,US90331HNT67,2.93,21-may-2021,3.04,--,3.04,0.18,"16,630,000.00"
CVS HEALTH CORP,Fixed Income,0.16,100.19,"16,615,136.65","16,615,136.65",Consumo no cíclico,BF4JKL8,US126650DB34,3.23,09-mar-2020,3.10,--,3.10,0.24,"16,580,000.00"
GOLDMAN SACHS GROUP INC/THE,Fixed Income,0.16,100.12,"16,602,973.86","16,602,973.86",Banca,BD6SMP7,US38141GVV30,3.81,25-abr-2019,2.80,--,2.80,0.11,"16,500,000.00"
BMW US CAPITAL LLC 144A,Fixed Income,0.16,99.86,"16,570,482.92","16,570,482.92",Consumo cíclico,--,US05565EAV74,3.21,12-abr-2021,3.16,--,3.16,0.08,"16,507,000.00"
DAIMLER FINANCE NORTH AMERICA LLC 144A,Fixed Income,0.16,99.99,"16,569,223.02","16,569,223.02",Consumo cíclico,BDGKT07,US233851CX06,3.26,05-may-2020,3.22,--,3.22,0.15,"16,515,000.00"
INTEL CORPORATION,Fixed Income,0.16,100.03,"16,554,610.60","16,554,610.60",Tecnologia,BZ4FLB3,US458140BA73,2.78,11-may-2020,2.73,--,2.73,0.16,"16,511,000.00"
FORD MOTOR CREDIT COMPANY LLC,Fixed Income,0.16,94.88,"16,518,513.01","16,518,513.01",Consumo cíclico,--,US345397YP29,3.82,03-ago-2022,5.46,--,5.46,0.07,"17,337,000.00"
BAT CAPITAL CORP,Fixed Income,0.16,99.09,"16,518,813.01","16,518,813.01",Consumo no cíclico,BG5QTV8,US05526DAX30,3.56,15-ago-2022,3.85,--,3.85,0.16,"16,625,000.00"
SEMPRA ENERGY,Fixed Income,0.16,98.89,"16,497,467.87","16,497,467.87",Gas Natural,BF2W0Q4,US816851BB47,3.24,15-mar-2021,3.70,--,3.70,0.25,"16,551,000.00"
SUMITOMO MITSUI BANKING CORPORATIO MTN,Fixed Income,0.16,100.05,"16,493,672.85","16,493,672.85",Banca,BZ1H082,US865622CG79,3.09,18-oct-2019,2.92,--,2.92,0.10,"16,408,000.00"
ASIAN DEVELOPMENT BANK MTN,Fixed Income,0.16,100.03,"16,399,462.35","16,399,462.35",Supranacional,BYYR305,US045167DD22,2.79,10-jul-2019,2.60,--,2.60,0.07,"16,315,000.00"
DEUTSCHE BANK AG (NEW YORK BRANCH),Fixed Income,0.15,96.16,"16,282,928.61","16,282,928.61",Banca,BDGS8Q0,US251526BS76,3.87,27-feb-2023,5.01,--,5.01,0.15,"16,905,000.00"
FORD MOTOR CREDIT COMPANY LLC,Fixed Income,0.15,98.99,"16,089,419.87","16,089,419.87",Consumo cíclico,BF29ZD7,US345397YN70,3.39,12-jun-2020,4.30,--,4.30,0.24,"16,250,000.00"
COMMONWEALTH BANK OF AUSTRALIA 144A,Fixed Income,0.15,100.29,"16,060,499.05","16,060,499.05",Banca,--,US2027A0JJ97,3.05,10-mar-2020,2.81,--,2.81,0.24,"16,010,000.00"
PEPSICO INC,Fixed Income,0.15,100.01,"16,047,141.15","16,047,141.15",Consumo no cíclico,--,US713448DS45,2.78,02-may-2019,2.67,--,2.67,0.13,"15,998,000.00"
GOLDMAN SACHS GROUP INC/THE,Fixed Income,0.15,102.35,"15,974,151.34","15,974,151.34",Banca,BYYLJ98,US38143U8G98,4.42,25-feb-2021,3.23,--,3.23,0.23,"15,575,000.00"
NATIONAL AUSTRALIA BANK LTD (NEW Y 144A,Fixed Income,0.15,100.58,"15,918,853.47","15,918,853.47",Banca,--,US6325C0DW88,3.45,04-nov-2021,3.17,--,3.17,0.16,"15,770,000.00"
QUALCOMM INCORPORATED,Fixed Income,0.15,99.00,"15,915,303.55","15,915,303.55",Tecnologia,BF3KVL9,US747525AS26,3.48,30-ene-2023,3.69,--,3.69,0.12,"16,009,000.00"
AFRICAN DEVELOPMENT BANK MTN,Fixed Income,0.15,100.24,"15,890,589.18","15,890,589.18",Supranacional,BYWYLQ0,US00828EBS72,2.98,15-jun-2020,2.67,--,2.67,0.26,"15,740,000.00"
