14-mar-2019,,,,,,,,,,,,,,,
iShares Core U.S. Aggregate Bond ETF,,,,,,,,,,,,,,,
Inception Date,22-sep-2003,,,,,,,,,,,,,,
Fund Holdings as of,14-mar-2019,,,,,,,,,,,,,,
Total Net Assets,"USD 58,433,398,759.14",,,,,,,,,,,,,,
Number of Securities,"7,203.00",,,,,,,,,,,,,,
Share,"543,200,000.00",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Nombre,Clase de activo,Peso (%),Precio,Valor de mercado,Valor nominal,Sector,SEDOL,ISIN,Cupón (%),Plazo,YTM (%),Yield to Call (%),Yield to Worst (%),Duración,Par Value
DUKE ENERGY CORP,Fixed Income,0.01,104.21,"3,472,820.17","3,472,820.17",Servicio,BDB6BJ3,US26441CAP05,4.80,15-dic-2045,4.53,--,4.52,14.90,"3,295,000.00"
REGENCY ENERGY PARTNERS LP/REGENCY,Fixed Income,0.01,104.59,"3,469,448.36","3,469,448.36",Industrial,BPC1VJ1,US75886AAQ13,5.00,01-oct-2022,3.61,--,3.52,3.01,"3,247,000.00"
DUKE ENERGY INDIANA LLC,Fixed Income,0.01,94.19,"3,463,212.16","3,463,212.16",Servicio,BYP8N63,US26443TAA43,3.75,15-may-2046,4.11,--,4.11,16.20,"3,629,000.00"
DTE ELECTRIC CO,Fixed Income,0.01,102.58,"3,465,876.19","3,465,876.19",Servicio,BGH3G05,US23338VAB27,3.65,15-mar-2024,3.09,--,3.06,4.36,"3,320,000.00"
AMERICAN WATER CAPITAL CORP,Fixed Income,0.01,100.51,"3,466,833.64","3,466,833.64",Servicio,BQ11MV8,US03040WAL90,3.40,01-mar-2025,3.30,--,3.30,5.29,"3,445,000.00"
BAXTER INTERNATIONAL INC,Fixed Income,0.01,93.97,"3,465,987.56","3,465,987.56",Industrial,BDHDFF2,US071813BQ15,2.60,15-ago-2026,3.53,--,3.53,6.63,"3,680,000.00"
FGOLD 30YR 4% MLB 110K 2014,Fixed Income,0.01,103.94,"3,463,176.19","3,463,176.19",Hipotecas Respaldadas por Activos,--,--,4.00,01-feb-2045,3.32,--,3.32,3.10,"3,327,417.00"
PORT AUTH N Y & N J,Fixed Income,0.01,107.10,"3,464,384.85","3,464,384.85",Autoridad Local,B8FPQ52,US73358WJA36,4.46,01-oct-2062,4.09,--,4.09,18.27,"3,175,000.00"
WEYERHAEUSER COMPANY,Fixed Income,0.01,120.31,"3,466,382.31","3,466,382.31",Industrial,2337461,US962166BT07,6.88,15-dic-2033,4.92,--,4.92,9.70,"2,841,000.00"
AETNA INC,Fixed Income,0.01,95.19,"3,463,266.60","3,463,266.60",Insituciones Financieras,BK1KRP2,US00817YAP34,4.75,15-mar-2044,5.09,--,5.09,13.83,"3,550,000.00"
NOBLE ENERGY INC,Fixed Income,0.01,104.93,"3,465,032.98","3,465,032.98",Industrial,B3WSZZ2,US655044AE52,6.00,01-mar-2041,5.61,--,5.60,12.32,"3,295,000.00"
VALE OVERSEAS LTD,Fixed Income,0.01,106.13,"3,463,170.36","3,463,170.36",Industrial,BD4G7B4,US91911TAP84,6.25,10-ago-2026,5.24,--,5.24,5.98,"3,245,000.00"
BRIXMOR OPERATING PARTNERSHIP LP,Fixed Income,0.01,96.95,"3,461,260.83","3,461,260.83",Insituciones Financieras,BF0BHP1,US11120VAE39,3.90,15-mar-2027,4.35,--,4.35,6.65,"3,500,000.00"
HOME DEPOT INC,Fixed Income,0.01,97.25,"3,457,209.07","3,457,209.07",Industrial,BDGLXQ4,US437076BS00,3.90,15-jun-2047,4.06,--,4.06,16.47,"3,520,000.00"
ROYAL BANK OF CANADA MTN,Fixed Income,0.01,105.10,"3,458,670.33","3,458,670.33",Insituciones Financieras,BDCRXQ6,US780082AD52,4.65,27-ene-2026,3.80,--,3.80,5.88,"3,272,000.00"
SUNCOR ENERGY INC.,Fixed Income,0.01,126.12,"3,459,518.08","3,459,518.08",Industrial,B39RFF2,US86722TAB89,6.85,01-jun-2039,4.81,--,4.81,11.79,"2,701,000.00"
INTER-AMERICAN DEVELOPMENT BANK,Fixed Income,0.01,101.92,"3,458,852.67","3,458,852.67",Supranacional,BF8HW23,US4581X0CC06,3.00,04-oct-2023,2.55,--,2.55,4.19,"3,350,000.00"
CONSTELLATION BRANDS INC,Fixed Income,0.01,103.42,"3,460,474.98","3,460,474.98",Industrial,B8W6GZ8,US21036PAL22,4.25,01-may-2023,3.36,--,3.36,3.74,"3,296,000.00"
AT&T INC,Fixed Income,0.01,104.02,"3,458,824.55","3,458,824.55",Industrial,BD20MG8,US00206RDC34,4.45,01-abr-2024,3.57,--,3.53,4.31,"3,262,000.00"
LOWES COMPANIES INC,Fixed Income,0.01,98.75,"3,460,619.77","3,460,619.77",Industrial,BQQLW57,US548661DD67,3.13,15-sep-2024,3.37,--,3.37,4.88,"3,450,000.00"
VMWARE INC,Fixed Income,0.01,94.07,"3,456,944.06","3,456,944.06",Industrial,BDT5HN8,US928563AC98,3.90,21-ago-2027,4.76,--,4.76,7.08,"3,665,000.00"
BRITISH COLUMBIA (PROVINCE OF),Fixed Income,0.01,97.83,"3,454,460.10","3,454,460.10",Autoridad Local,B89Y417,US11070TAB44,2.00,23-oct-2022,2.63,--,2.63,3.43,"3,503,000.00"
NEWMONT MINING CORP,Fixed Income,0.01,101.25,"3,451,306.07","3,451,306.07",Industrial,B7J8X60,US651639AP18,4.88,15-mar-2042,4.78,--,4.78,13.40,"3,329,000.00"
AMERICAN INTERNATIONAL GROUP INC,Fixed Income,0.01,102.14,"3,452,291.51","3,452,291.51",Insituciones Financieras,BF5ZVL2,US026874CY14,4.13,15-feb-2024,3.65,--,3.65,4.45,"3,369,000.00"
ANHEUSER-BUSCH INBEV WORLDWIDE INC,Fixed Income,0.01,132.44,"3,444,678.83","3,444,678.83",Industrial,B3RQGZ8,US03523TBJ60,8.00,15-nov-2039,5.38,--,5.38,11.25,"2,550,000.00"
GENERAL ELECTRIC CO MTN,Fixed Income,0.01,103.01,"3,444,407.89","3,444,407.89",Industrial,B3YD469,US369622SM84,5.30,11-feb-2021,3.65,--,3.65,1.82,"3,328,000.00"
WELLS FARGO & COMPANY,Fixed Income,0.01,110.89,"3,446,862.38","3,446,862.38",Insituciones Financieras,B0FR9F3,US929903AM44,5.50,01-ago-2035,4.55,--,4.55,11.04,"3,090,000.00"
JPMORGAN CHASE & CO,Fixed Income,0.01,100.29,"3,447,075.40","3,447,075.40",Insituciones Financieras,B8J9575,US46625HJJ05,3.38,01-may-2023,3.30,--,3.30,3.80,"3,395,000.00"
CONCHO RESOURCES INC,Fixed Income,0.01,100.92,"3,444,393.61","3,444,393.61",Industrial,BFWS329,US20605PAL58,4.85,15-ago-2048,4.79,--,4.79,15.40,"3,400,000.00"
CHILE (REPUBLIC OF),Fixed Income,0.01,99.58,"3,441,447.19","3,441,447.19",Soberano,BYVXC32,US168863CA49,3.13,21-ene-2026,3.19,--,3.19,6.12,"3,440,000.00"
AT&T INC,Fixed Income,0.01,99.78,"3,438,744.90","3,438,744.90",Industrial,B7KM5H6,US00206RBD35,3.00,15-feb-2022,3.08,--,3.08,2.78,"3,438,000.00"
WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Fixed Income,0.01,99.68,"3,443,647.50","3,443,647.50",Industrial,--,US960386AM29,4.70,15-sep-2028,4.74,--,4.74,7.42,"3,375,000.00"
EBAY INC,Fixed Income,0.01,81.26,"3,443,036.89","3,443,036.89",Industrial,B88WNK4,US278642AF09,4.00,15-jul-2042,5.42,--,5.42,13.91,"4,203,000.00"
AMERICAN WATER CAPITAL CORP,Fixed Income,0.01,101.58,"3,433,729.68","3,433,729.68",Servicio,B95CGK5,US03040WAJ45,4.30,01-dic-2042,4.19,--,4.19,14.55,"3,340,000.00"
BRANCH BANKING AND TRUST COMPANY,Fixed Income,0.01,101.08,"3,436,605.19","3,436,605.19",Insituciones Financieras,BQYHBZ0,US07330MAA53,3.80,30-oct-2026,3.64,--,3.63,6.53,"3,353,000.00"
SVENSKA HANDELSBANKEN AB MTN,Fixed Income,0.01,99.03,"3,434,977.31","3,434,977.31",Insituciones Financieras,BD2MQG2,US86960BAL62,2.45,30-mar-2021,2.94,--,2.94,1.96,"3,430,000.00"
ANTHEM INC,Fixed Income,0.01,101.40,"3,428,331.09","3,428,331.09",Insituciones Financieras,BF2PZ02,US036752AG89,4.10,01-mar-2028,3.91,--,3.91,7.41,"3,376,000.00"
FORD MOTOR COMPANY,Fixed Income,0.01,90.46,"3,426,622.91","3,426,622.91",Industrial,BYPL1T1,US345370CR99,4.35,08-dic-2026,5.90,--,5.90,6.39,"3,740,000.00"
AERCAP IRELAND CAPITAL LTD / AERCA,Fixed Income,0.01,102.23,"3,430,268.42","3,430,268.42",Insituciones Financieras,BYNMJD6,US00772BAQ41,4.63,30-oct-2020,3.21,--,3.21,1.55,"3,300,000.00"
EXELON CORPORATION,Fixed Income,0.01,97.90,"3,421,064.91","3,421,064.91",Servicio,BD073L3,US30161NAU54,3.40,15-abr-2026,3.74,--,3.74,6.11,"3,445,000.00"
GRUPO TELEVISA SAB,Fixed Income,0.01,107.86,"3,421,234.25","3,421,234.25",Industrial,BZ1N3D6,US40049JBC09,6.13,31-ene-2046,5.56,--,5.55,13.41,"3,150,000.00"
SUMITOMO MITSUI FINANCIAL GROUP IN,Fixed Income,0.01,99.91,"3,416,154.53","3,416,154.53",Insituciones Financieras,BFWJ225,US86562MAY66,3.54,17-ene-2028,3.55,--,3.55,7.53,"3,400,000.00"
THERMO FISHER SCIENTIFIC INC,Fixed Income,0.01,101.23,"3,419,092.56","3,419,092.56",Industrial,B58VHL9,US883556AZ55,3.60,15-ago-2021,3.07,--,3.01,2.13,"3,368,000.00"
SUMITOMO MITSUI FINANCIAL GROUP IN MTN,Fixed Income,0.01,96.47,"3,409,114.40","3,409,114.40",Insituciones Financieras,BYM73B8,US86562MAK62,3.01,19-oct-2026,3.54,--,3.54,6.66,"3,490,000.00"
DEVON ENERGY CORPORATION,Fixed Income,0.01,100.96,"3,414,271.84","3,414,271.84",Industrial,BYNCYY2,US25179MAU71,5.00,15-jun-2045,4.93,--,4.93,14.29,"3,341,000.00"
CITIGROUP INC,Fixed Income,0.01,106.31,"3,413,597.82","3,413,597.82",Insituciones Financieras,BM6NVB4,US172967HS33,5.30,06-may-2044,4.86,--,4.86,13.87,"3,155,000.00"
WALT DISNEY COMPANY (THE) MTN,Fixed Income,0.01,98.63,"3,403,057.65","3,403,057.65",Industrial,B6YCNP9,US25468PCW41,2.35,01-dic-2022,2.74,--,2.74,3.51,"3,427,000.00"
JPMORGAN CHASE & CO,Fixed Income,0.01,98.83,"3,407,144.33","3,407,144.33",Insituciones Financieras,BYZ2G88,US46625HRT94,2.40,07-jun-2021,2.94,--,2.94,2.13,"3,425,000.00"
DOWDUPONT INC,Fixed Income,0.01,103.47,"3,402,949.51","3,402,949.51",Industrial,BGL9DH5,US26078JAB61,4.21,15-nov-2023,3.39,--,3.38,4.15,"3,250,000.00"
PUGET SOUND ENERGY INC,Fixed Income,0.01,101.98,"3,399,693.64","3,399,693.64",Servicio,BG1ZYW5,US745332CH73,4.22,15-jun-2048,4.11,--,4.10,16.42,"3,300,000.00"
UNION PACIFIC CORPORATION,Fixed Income,0.01,93.94,"3,400,421.64","3,400,421.64",Industrial,BD31BG3,US907818EJ37,4.05,01-mar-2046,4.44,--,4.44,15.75,"3,614,000.00"
AETNA INC,Fixed Income,0.01,97.90,"3,399,064.96","3,399,064.96",Insituciones Financieras,B8L7F66,US008117AP87,2.75,15-nov-2022,3.36,--,3.36,3.38,"3,440,000.00"
FHLMC REFERENCE BOND MTN,Fixed Income,0.01,96.93,"3,395,980.00","3,395,980.00",Agencia,BD5P7K9,US3137EAEC95,1.13,12-ago-2021,2.44,--,2.44,2.36,"3,500,000.00"
TORONTO-DOMINION BANK/THE MTN,Fixed Income,0.01,100.50,"3,393,221.02","3,393,221.02",Insituciones Financieras,BGJVW54,US89114QC716,3.15,17-sep-2020,2.81,--,2.81,1.45,"3,325,000.00"
EXPEDIA INC,Fixed Income,0.01,95.20,"3,396,090.63","3,396,090.63",Industrial,BFFJZR8,US30212PAP09,3.80,15-feb-2028,4.46,--,4.46,7.44,"3,556,000.00"
MCDONALD S CORP MTN,Fixed Income,0.01,99.39,"3,391,525.50","3,391,525.50",Industrial,BY3R511,US58013MET71,2.20,26-may-2020,2.72,--,2.72,1.16,"3,390,000.00"
WELLTOWER INC,Fixed Income,0.01,118.79,"3,392,265.66","3,392,265.66",Insituciones Financieras,B55XRW9,US42217KAX46,6.50,15-mar-2041,5.07,--,5.06,12.10,"2,780,000.00"
MOODYS CORPORATION,Fixed Income,0.01,97.94,"3,388,888.13","3,388,888.13",Industrial,BGGC7L1,US615369AK14,2.63,15-ene-2023,3.20,--,3.20,3.60,"3,445,000.00"
PUBLIC SERVICE COMPANY OF COLORADO,Fixed Income,0.01,97.58,"3,380,329.44","3,380,329.44",Servicio,B8889L5,US744448CF61,2.25,15-sep-2022,2.98,--,2.98,3.19,"3,425,000.00"
BANK OF AMERICA CORP MTN,Fixed Income,0.01,103.43,"3,382,827.37","3,382,827.37",Insituciones Financieras,B60SJP3,US06051GEC96,5.63,01-jul-2020,2.91,--,2.91,1.24,"3,235,000.00"
WAL-MART STORES INC,Fixed Income,0.01,101.32,"3,384,735.56","3,384,735.56",Industrial,B3XL9J2,US931142CU56,3.63,08-jul-2020,2.60,--,2.60,1.28,"3,319,000.00"
NATIONAL AUSTRALIA BANK LTD (NEW Y,Fixed Income,0.01,99.16,"3,380,929.61","3,380,929.61",Insituciones Financieras,BF5RDD4,US63254AAX63,2.50,12-ene-2021,2.98,--,2.98,1.77,"3,395,000.00"
VEREIT OPERATING PARTNERSHIP LP,Fixed Income,0.01,102.54,"3,379,894.39","3,379,894.39",Insituciones Financieras,BD0QRV8,US92340LAA70,4.88,01-jun-2026,4.46,--,4.45,5.94,"3,252,000.00"
KRAFT HEINZ FOODS CO,Fixed Income,0.01,110.20,"3,377,946.67","3,377,946.67",Industrial,B97MM05,US50076QAR74,6.88,26-ene-2039,5.99,--,5.99,11.20,"3,040,000.00"
ROCKWELL COLLINS INC.,Fixed Income,0.01,99.04,"3,379,443.33","3,379,443.33",Industrial,BYVBMJ2,US774341AH41,2.80,15-mar-2022,3.14,--,3.14,2.79,"3,365,000.00"
FNMA 30YR 4% LLB 85K 2015,Fixed Income,0.01,104.04,"3,372,425.19","3,372,425.19",Hipotecas Respaldadas por Activos,--,--,4.00,01-nov-2046,3.30,--,3.30,3.08,"3,236,907.00"
QUEBEC (PROVINCE OF) MTN,Fixed Income,0.01,99.62,"3,369,668.91","3,369,668.91",Autoridad Local,B9D9QC0,US748149AG65,2.63,13-feb-2023,2.73,--,2.73,3.70,"3,375,000.00"
WESTPAC BANKING CORP,Fixed Income,0.01,99.54,"3,371,044.70","3,371,044.70",Insituciones Financieras,BYYPS59,US961214DG53,2.80,11-ene-2022,2.97,--,2.97,2.70,"3,370,000.00"
WESTPAC BANKING CORP,Fixed Income,0.01,99.50,"3,371,465.84","3,371,465.84",Insituciones Financieras,BYZF9H7,US961214DU48,2.65,25-ene-2021,2.92,--,2.92,1.81,"3,376,000.00"
NUTRIEN LTD,Fixed Income,0.01,101.56,"3,373,007.08","3,373,007.08",Industrial,--,US67077MAB46,4.88,30-mar-2020,3.34,--,3.34,1.00,"3,250,000.00"
AMERICAN INTERNATIONAL GROUP INC,Fixed Income,0.01,111.88,"3,368,458.32","3,368,458.32",Insituciones Financieras,B1CYG08,US026874AZ07,6.25,01-may-2036,5.19,--,5.19,10.70,"2,950,000.00"
FEDERAL HOME LOAN BANKS,Fixed Income,0.01,98.30,"3,363,858.94","3,363,858.94",Agencia,BDG75K0,US3130ACE260,1.38,28-sep-2020,2.51,--,2.51,1.50,"3,400,000.00"
SHELL INTERNATIONAL FINANCE BV,Fixed Income,0.01,95.97,"3,366,258.25","3,366,258.25",Industrial,BD3RRJ6,US822582BY77,3.75,12-sep-2046,3.99,--,3.99,16.67,"3,507,000.00"
KINDER MORGAN ENERGY PARTNERS LP,Fixed Income,0.01,100.24,"3,362,374.53","3,362,374.53",Industrial,B90JPJ3,US494550BQ81,3.50,01-sep-2023,3.44,--,3.44,4.02,"3,350,000.00"
BANK OF AMERICA CORP MTN,Fixed Income,0.01,103.21,"3,361,565.72","3,361,565.72",Insituciones Financieras,BL2FPS2,US06051GFF19,4.00,01-abr-2024,3.31,--,3.31,4.50,"3,201,000.00"
SANTANDER UK GROUP HOLDINGS PLC,Fixed Income,0.01,99.06,"3,359,581.46","3,359,581.46",Insituciones Financieras,BYYPN98,US80281LAF22,3.57,10-ene-2023,3.84,--,3.84,3.16,"3,370,000.00"
CONSTELLATION BRANDS INC,Fixed Income,0.01,97.68,"3,360,368.02","3,360,368.02",Industrial,BDDWHX5,US21036PAQ19,3.70,06-dic-2026,4.05,--,4.05,6.57,"3,405,000.00"
WELLS FARGO & COMPANY,Fixed Income,0.01,103.14,"3,357,513.61","3,357,513.61",Insituciones Financieras,BD1NK08,US94974BFN55,4.13,15-ago-2023,3.36,--,3.36,4.03,"3,245,000.00"
PNC BANK NATIONAL ASSOCIATION MTN,Fixed Income,0.01,99.39,"3,351,542.86","3,351,542.86",Insituciones Financieras,BYNHY58,US69353REP91,2.30,01-jun-2020,2.81,--,2.81,1.18,"3,350,000.00"
UNIVERSITY CALIF REVS FOR PREV,Fixed Income,0.01,104.82,"3,352,508.42","3,352,508.42",Autoridad Local,B7MQN72,US91412GHA67,4.86,15-may-2112,4.63,--,4.63,19.67,"3,150,000.00"
LOEWS CORPORATION,Fixed Income,0.01,101.37,"3,344,683.70","3,344,683.70",Insituciones Financieras,BDFXRC5,US540424AS76,3.75,01-abr-2026,3.53,--,3.52,5.99,"3,245,000.00"
BP CAPITAL MARKETS AMERICA INC.,Fixed Income,0.01,100.44,"3,345,375.42","3,345,375.42",Industrial,--,US10373QAZ37,3.59,14-abr-2027,3.53,--,3.52,6.82,"3,282,000.00"
BARCLAYS PLC,Fixed Income,0.01,99.36,"3,346,399.29","3,346,399.29",Insituciones Financieras,BD72SB6,US06738EAS46,3.68,10-ene-2023,3.87,--,3.87,3.12,"3,346,000.00"
DISCOVER FINANCIAL SERVICES,Fixed Income,0.01,98.11,"3,349,462.78","3,349,462.78",Insituciones Financieras,BYNHPL1,US254709AM01,4.10,09-feb-2027,4.38,--,4.38,6.64,"3,400,000.00"
HSBC HOLDINGS PLC,Fixed Income,0.01,99.07,"3,338,902.48","3,338,902.48",Insituciones Financieras,BDF0WL0,US404280BK42,4.04,13-mar-2028,4.18,--,4.18,6.84,"3,370,000.00"
STRYKER CORPORATION,Fixed Income,0.01,99.84,"3,340,843.78","3,340,843.78",Industrial,BDGSDP4,US863667AN16,3.50,15-mar-2026,3.53,--,3.53,6.01,"3,289,000.00"
CANADIAN IMPERIAL BANK,Fixed Income,0.01,98.89,"3,338,962.27","3,338,962.27",Insituciones Financieras,BD9FRP0,US136069VX63,2.10,05-oct-2020,2.83,--,2.83,1.51,"3,345,000.00"
URUGUAY (ORIENTAL REPUBLIC OF),Fixed Income,0.01,100.89,"3,343,470.00","3,343,470.00",Soberano,BDR8F57,US760942BD38,4.97,20-abr-2055,4.92,--,4.92,16.01,"3,250,000.00"
RAYMOND JAMES FINANCIAL INC.,Fixed Income,0.01,101.02,"3,339,933.80","3,339,933.80",Insituciones Financieras,BYP6KY4,US754730AF69,4.95,15-jul-2046,4.88,--,4.88,14.76,"3,280,000.00"
MIZUHO FINANCIAL GROUP INC,Fixed Income,0.01,101.05,"3,337,676.92","3,337,676.92",Insituciones Financieras,BFX05C8,US60687YAP43,3.55,05-mar-2023,3.26,--,3.26,3.70,"3,300,000.00"
DOWDUPONT INC,Fixed Income,0.01,106.11,"3,338,115.65","3,338,115.65",Industrial,--,US26078JAE01,5.32,15-nov-2038,4.83,--,4.83,12.13,"3,100,000.00"
DOMINION RESOURCES INC,Fixed Income,0.01,103.18,"3,336,117.98","3,336,117.98",Servicio,B4XHFS8,US25746UBM09,4.90,01-ago-2041,4.67,--,4.67,13.50,"3,215,000.00"
AMERICAN EXPRESS COMPANY,Fixed Income,0.01,98.17,"3,332,986.26","3,332,986.26",Insituciones Financieras,BF92RX3,US025816BR90,3.00,30-oct-2024,3.36,--,3.36,5.10,"3,357,000.00"
LOWES COMPANIES INC,Fixed Income,0.01,98.61,"3,337,555.52","3,337,555.52",Industrial,BYMYMY5,US548661DH71,3.38,15-sep-2025,3.62,--,3.62,5.65,"3,328,000.00"
VERIZON COMMUNICATIONS INC,Fixed Income,0.01,100.69,"3,335,656.50","3,335,656.50",Industrial,--,US92343VES97,3.88,08-feb-2029,3.79,--,3.79,8.11,"3,300,000.00"
NEVADA POWER CO,Fixed Income,0.01,112.83,"3,330,083.65","3,330,083.65",Servicio,B68QYC1,US641423CA48,5.45,15-may-2041,4.53,--,4.52,13.06,"2,905,000.00"
WALGREENS BOOTS ALLIANCE INC,Fixed Income,0.01,97.24,"3,328,914.89","3,328,914.89",Industrial,BSL6W84,US931427AB40,4.50,18-nov-2034,4.75,--,4.75,10.90,"3,373,000.00"
CONCHO RESOURCES INC,Fixed Income,0.01,101.37,"3,327,273.92","3,327,273.92",Industrial,BFWS307,US20605PAK75,4.30,15-ago-2028,4.12,--,4.12,7.65,"3,271,000.00"
HSBC USA INC,Fixed Income,0.01,102.58,"3,325,407.49","3,325,407.49",Insituciones Financieras,B3TXMG0,US40428HPB23,5.00,27-sep-2020,3.26,--,3.26,1.45,"3,170,000.00"
CITIZENS BANK NA/ PROVIDENCE RI MTN,Fixed Income,0.01,98.89,"3,321,411.38","3,321,411.38",Insituciones Financieras,BZ6VPH3,US17401QAE17,2.55,13-may-2021,3.09,--,3.09,2.05,"3,330,000.00"
TOYOTA MOTOR CREDIT CORP MTN,Fixed Income,0.01,101.31,"3,326,327.58","3,326,327.58",Industrial,B4ZT0G5,US89233P5T93,3.30,12-ene-2022,2.81,--,2.81,2.68,"3,265,000.00"
NATIONAL FUEL GAS CO,Fixed Income,0.01,102.50,"3,324,926.22","3,324,926.22",Industrial,B78L6K5,US636180BK65,4.90,01-dic-2021,3.92,--,3.83,2.32,"3,200,000.00"
CONSOLIDATED EDISON INC,Fixed Income,0.01,97.90,"3,321,644.24","3,321,644.24",Servicio,BDGLCT0,US209115AC88,2.00,15-may-2021,3.00,--,3.00,2.09,"3,370,000.00"
ALLERGAN FUNDING SCS,Fixed Income,0.01,93.62,"3,320,970.47","3,320,970.47",Industrial,BW9PQB2,US00507UAU51,4.75,15-mar-2045,5.20,--,5.20,13.99,"3,460,000.00"
MORGAN STANLEY,Fixed Income,0.01,101.11,"3,317,462.00","3,317,462.00",Insituciones Financieras,BD1KDW2,US61744YAR99,4.46,22-abr-2039,4.36,--,4.36,12.62,"3,225,000.00"
XLIT LTD,Fixed Income,0.01,106.96,"3,316,776.03","3,316,776.03",Insituciones Financieras,BWHN856,US98420EAD76,5.50,31-mar-2045,5.02,--,5.02,13.80,"3,030,000.00"
SONOCO PRODUCTS COMPANY,Fixed Income,0.01,108.34,"3,317,363.22","3,317,363.22",Industrial,B3PM3X5,US835495AJ18,5.75,01-nov-2040,5.11,--,5.10,12.39,"3,003,000.00"
CBRE SERVICES INC,Fixed Income,0.01,106.05,"3,319,667.38","3,319,667.38",Industrial,BR05XV5,US12505BAC46,5.25,15-mar-2025,4.10,--,4.06,4.94,"3,055,000.00"
SPECTRA ENERGY PARTNERS LP,Fixed Income,0.01,96.44,"3,318,423.44","3,318,423.44",Industrial,BWC4XS2,US84756NAG43,4.50,15-mar-2045,4.74,--,4.74,14.55,"3,363,000.00"
BROADCOM CORP/BROADCOM CAYMAN FIN,Fixed Income,0.01,89.99,"3,319,302.95","3,319,302.95",Industrial,BFX1781,US11134LAR06,3.50,15-ene-2028,4.91,--,4.91,7.43,"3,665,000.00"
NATIONAL RURAL UTILITIES COOP FINA,Fixed Income,0.01,100.37,"3,315,155.33","3,315,155.33",Servicio,B44TTL4,US637432MQ52,3.05,15-feb-2022,2.92,--,2.91,2.65,"3,295,000.00"
WARNER MEDIA LLC,Fixed Income,0.01,99.22,"3,310,129.25","3,310,129.25",Industrial,BDCBVZ3,US887317AZ80,3.88,15-ene-2026,4.01,--,4.01,5.88,"3,315,000.00"
FORD MOTOR CREDIT COMPANY LLC,Fixed Income,0.01,96.15,"3,312,975.39","3,312,975.39",Industrial,BV8VN35,US345397XA68,3.22,09-ene-2022,4.69,--,4.69,2.68,"3,425,000.00"
SOUTHERN COPPER CORP,Fixed Income,0.01,107.89,"3,312,432.89","3,312,432.89",Industrial,BWXV3J3,US84265VAJ44,5.88,23-abr-2045,5.31,--,5.31,13.42,"3,006,000.00"
FGOLD 15YR 3.5% LLB 85K 2017,Fixed Income,0.01,102.18,"3,304,667.54","3,304,667.54",Hipotecas Respaldadas por Activos,--,--,3.50,01-sep-2032,2.94,--,2.94,2.71,"3,230,069.00"
FGOLD 30YR 4.5% MLB 125K 2018,Fixed Income,0.01,106.00,"3,306,008.99","3,306,008.99",Hipotecas Respaldadas por Activos,--,--,4.50,01-jul-2048,3.41,--,3.41,2.07,"3,114,122.00"
HOME DEPOT INC,Fixed Income,0.01,110.44,"3,298,292.12","3,298,292.12",Industrial,BDD8L53,US437076BD31,4.88,15-feb-2044,4.20,--,4.19,14.68,"2,976,000.00"
QUEBEC (PROVINCE OF),Fixed Income,0.01,101.14,"3,301,333.75","3,301,333.75",Autoridad Local,B4YBHJ4,US748148RU93,3.50,29-jul-2020,2.65,--,2.65,1.33,"3,250,000.00"
ALTRIA GROUP INC,Fixed Income,0.01,99.05,"3,298,685.65","3,298,685.65",Industrial,B8JZ904,US02209SAN36,2.85,09-ago-2022,3.15,--,3.15,3.22,"3,321,000.00"
PNC FINANCIAL SERVICES GROUP INC,Fixed Income,0.01,102.10,"3,298,370.08","3,298,370.08",Insituciones Financieras,BLWX1X3,US693475AP09,3.90,29-abr-2024,3.45,--,3.44,4.58,"3,185,000.00"
EBAY INC,Fixed Income,0.01,98.58,"3,301,486.03","3,301,486.03",Industrial,BPDR864,US278642AL76,3.45,01-ago-2024,3.74,--,3.74,4.80,"3,335,000.00"
AGILENT TECHNOLOGIES INC,Fixed Income,0.01,102.58,"3,302,754.22","3,302,754.22",Industrial,BBP3MK4,US00846UAJ07,3.88,15-jul-2023,3.23,--,3.20,3.83,"3,200,000.00"
ARCHER DANIELS MIDLAND CO,Fixed Income,0.01,94.67,"3,294,968.51","3,294,968.51",Industrial,BDGPG23,US039483BL57,2.50,11-ago-2026,3.32,--,3.32,6.64,"3,472,000.00"
MUNICIPAL ELEC AUTH GA,Fixed Income,0.01,106.53,"3,293,310.70","3,293,310.70",Autoridad Local,B65K4T3,US626207YF57,6.64,01-abr-2057,6.07,--,6.07,11.44,"2,999,000.00"
QUALCOMM INCORPORATED,Fixed Income,0.01,90.34,"3,296,746.82","3,296,746.82",Industrial,BF3KVD1,US747525AV54,4.30,20-may-2047,4.94,--,4.94,15.20,"3,595,000.00"
REALTY INCOME CORPORATION,Fixed Income,0.01,105.76,"3,295,808.92","3,295,808.92",Insituciones Financieras,BCBYXG1,US756109AP99,4.65,01-ago-2023,3.23,--,3.15,3.79,"3,100,000.00"
AVNET INC,Fixed Income,0.01,102.82,"3,293,282.22","3,293,282.22",Industrial,B99BHZ0,US053807AR45,4.88,01-dic-2022,4.05,--,4.05,3.37,"3,160,000.00"
REGENCY ENERGY PARTNERS LP/REGENCY,Fixed Income,0.01,106.17,"3,297,877.74","3,297,877.74",Industrial,BJSVP24,US75886AAL26,5.88,01-mar-2022,3.66,--,3.54,2.59,"3,100,000.00"
